provname,year,quintile,itemid,item,binshr,implrealdol
New Brunswick,2012,4,89,Public Transit Amount,.2174646258354187,421.60843
New Brunswick,2012,5,19,Taxable Capital Gains,.8334985375404358,140058.36
New Brunswick,2012,5,20,Registered Retirement Savings Plan Income,.4296873584389687,108410.45
New Brunswick,2012,5,23,Net Professional Income,.8620578050613403,154001.02
New Brunswick,2012,5,33,Total Income Assessed,.4057870805263519,9547980
New Brunswick,2012,5,74,Spouse Or Common-Law Partner Amount,.2598180156201124,78825.203
New Brunswick,2012,5,89,Public Transit Amount,.1535822153091431,297.75674
New Brunswick,2013,1,19,Taxable Capital Gains,.012925922870636,2329.6287
New Brunswick,2013,1,20,Registered Retirement Savings Plan Income,.034540593624115,9725.3428
New Brunswick,2013,1,23,Net Professional Income,.0200150609016418,3237.7798
New Brunswick,2013,1,33,Total Income Assessed,.0491213798522949,1190842.1
New Brunswick,2013,1,74,Spouse Or Common-Law Partner Amount,.1464361548423767,45557.848
New Brunswick,2013,1,89,Public Transit Amount,.184074342250824,382.03088
New Brunswick,2013,2,19,Taxable Capital Gains,.0246143341064453,4436.2217
New Brunswick,2013,2,20,Registered Retirement Savings Plan Income,.0684414505958557,19270.559
New Brunswick,2013,2,23,Net Professional Income,.028587281703949,4624.4839
New Brunswick,2013,2,33,Total Income Assessed,.1049359440803528,2543946.3
New Brunswick,2013,2,74,Spouse Or Common-Law Partner Amount,.1514252424240112,47110.008
New Brunswick,2013,2,89,Public Transit Amount,.2452099919319153,508.91281
New Brunswick,2013,3,19,Taxable Capital Gains,.0506782531738281,9133.7002
New Brunswick,2013,3,20,Registered Retirement Savings Plan Income,.1534877419471741,43216.422
New Brunswick,2013,3,23,Net Professional Income,.0349669456481934,5656.5039
New Brunswick,2013,3,33,Total Income Assessed,.1702090501785278,4126352.3
New Brunswick,2013,3,74,Spouse Or Common-Law Partner Amount,.2179113626480103,67794.547
New Brunswick,2013,3,89,Public Transit Amount,.2520546019077301,523.11823
New Brunswick,2013,4,19,Taxable Capital Gains,.1111068725585938,20024.701
New Brunswick,2013,4,20,Registered Retirement Savings Plan Income,.2708168625831604,76251.922
New Brunswick,2013,4,23,Net Professional Income,.0703091025352478,11373.705
New Brunswick,2013,4,33,Total Income Assessed,.2652134001255035,6429528
New Brunswick,2013,4,74,Spouse Or Common-Law Partner Amount,.2275705337524414,70799.617
New Brunswick,2013,4,89,Public Transit Amount,.1846823394298553,383.29272
New Brunswick,2013,5,19,Taxable Capital Gains,.8006746172904968,144304.94
New Brunswick,2013,5,20,Registered Retirement Savings Plan Income,.4727133437991142,133098.44
New Brunswick,2013,5,23,Net Professional Income,.846121609210968,136874.7
New Brunswick,2013,5,33,Total Income Assessed,.4105202257633209,9952179
New Brunswick,2013,5,74,Spouse Or Common-Law Partner Amount,.2566567100584507,79848.641
New Brunswick,2013,5,89,Public Transit Amount,.1339787244796753,278.06161
New Brunswick,2014,1,19,Taxable Capital Gains,.0137694478034973,3437.8455
New Brunswick,2014,1,20,Registered Retirement Savings Plan Income,.0303146243095398,8959.6582
New Brunswick,2014,1,23,Net Professional Income,.0204008817672729,3191.6514
New Brunswick,2014,1,33,Total Income Assessed,.0499458909034729,1231865.5
New Brunswick,2014,1,74,Spouse Or Common-Law Partner Amount,.1437709927558899,43787.895
New Brunswick,2014,1,89,Public Transit Amount,.1860466003417969,393.00418
New Brunswick,2014,2,19,Taxable Capital Gains,.0286775827407837,7159.9893
New Brunswick,2014,2,20,Registered Retirement Savings Plan Income,.0655856132507324,19384.197
New Brunswick,2014,2,23,Net Professional Income,.0294460654258728,4606.7407
New Brunswick,2014,2,33,Total Income Assessed,.1050888895988464,2591912.5
New Brunswick,2014,2,74,Spouse Or Common-Law Partner Amount,.1546077728271484,47088.422
New Brunswick,2014,2,89,Public Transit Amount,.2430639863014221,513.44751
New Brunswick,2014,3,19,Taxable Capital Gains,.0545740723609924,13625.618
New Brunswick,2014,3,20,Registered Retirement Savings Plan Income,.1486135721206665,43923.578
New Brunswick,2014,3,23,Net Professional Income,.0434794425964355,6802.2168
New Brunswick,2014,3,33,Total Income Assessed,.1695502400398254,4181787.5
New Brunswick,2014,3,74,Spouse Or Common-Law Partner Amount,.2172114253044128,66155.422
New Brunswick,2014,3,89,Public Transit Amount,.2537461519241333,536.01245
New Brunswick,2014,4,19,Taxable Capital Gains,.1143454909324646,28548.867
New Brunswick,2014,4,20,Registered Retirement Savings Plan Income,.2755444347858429,81438.711
New Brunswick,2014,4,23,Net Professional Income,.076257050037384,11930.166
New Brunswick,2014,4,33,Total Income Assessed,.2659558057785034,6559534.5
New Brunswick,2014,4,74,Spouse Or Common-Law Partner Amount,.2264806926250458,68978.539
New Brunswick,2014,4,89,Public Transit Amount,.1890532523393631,399.35544
New Brunswick,2014,5,19,Taxable Capital Gains,.788633406162262,196899.69
New Brunswick,2014,5,20,Registered Retirement Savings Plan Income,.4799417480826378,141849.48
New Brunswick,2014,5,23,Net Professional Income,.8304165601730347,129915.96
New Brunswick,2014,5,33,Total Income Assessed,.4094591736793518,10098902
New Brunswick,2014,5,74,Spouse Or Common-Law Partner Amount,.2579291146248579,78556.688
New Brunswick,2014,5,89,Public Transit Amount,.1280900090932846,270.57687
New Brunswick,2015,1,19,Taxable Capital Gains,.0153517127037048,3537.4597
New Brunswick,2015,1,20,Registered Retirement Savings Plan Income,.0305538773536682,8980.1465
New Brunswick,2015,1,23,Net Professional Income,.0232652425765991,3244.8601
New Brunswick,2015,1,33,Total Income Assessed,.0525619387626648,1305497.9
New Brunswick,2015,1,74,Spouse Or Common-Law Partner Amount,.1487122774124146,41842.281
New Brunswick,2015,1,89,Public Transit Amount,.3367780447006226,876.11469
New Brunswick,2015,2,19,Taxable Capital Gains,.0333885550498962,7693.6475
New Brunswick,2015,2,20,Registered Retirement Savings Plan Income,.0672781467437744,19773.844
New Brunswick,2015,2,23,Net Professional Income,.0323994159698486,4518.8257
New Brunswick,2015,2,33,Total Income Assessed,.1071807146072388,2662082.3
New Brunswick,2015,2,74,Spouse Or Common-Law Partner Amount,.1572855114936829,44254.48
New Brunswick,2015,2,89,Public Transit Amount,.2165268361568451,563.28595
New Brunswick,2015,3,19,Taxable Capital Gains,.064079761505127,14765.751
New Brunswick,2015,3,20,Registered Retirement Savings Plan Income,.1487210988998413,43710.891
New Brunswick,2015,3,23,Net Professional Income,.0464733839035034,6481.7563
New Brunswick,2015,3,33,Total Income Assessed,.1721295714378357,4275238
New Brunswick,2015,3,74,Spouse Or Common-Law Partner Amount,.2144030034542084,60325.285
New Brunswick,2015,3,89,Public Transit Amount,.2098388075828552,545.88733
New Brunswick,2015,4,19,Taxable Capital Gains,.1258803009986877,29006.307
New Brunswick,2015,4,20,Registered Retirement Savings Plan Income,.2679339647293091,78748.969
New Brunswick,2015,4,23,Net Professional Income,.0750952959060669,10473.724
New Brunswick,2015,4,33,Total Income Assessed,.2666562795639038,6623028.5
New Brunswick,2015,4,74,Spouse Or Common-Law Partner Amount,.2301838248968124,64765.441
New Brunswick,2015,4,89,Public Transit Amount,.1524080410599709,396.48346
New Brunswick,2015,5,19,Taxable Capital Gains,.7612996697425842,175424.52
New Brunswick,2015,5,20,Registered Retirement Savings Plan Income,.485512912273407,142698
New Brunswick,2015,5,23,Net Professional Income,.8227666616439819,114753.27
New Brunswick,2015,5,33,Total Income Assessed,.4014714956283569,9971478
New Brunswick,2015,5,74,Spouse Or Common-Law Partner Amount,.2494153790175915,70176.508
New Brunswick,2015,5,89,Public Transit Amount,.0844482704997063,219.68881
New Brunswick,2016,1,19,Taxable Capital Gains,.0119655132293701,3164.9597
New Brunswick,2016,1,20,Registered Retirement Savings Plan Income,.0309771299362183,8825.7959
New Brunswick,2016,1,23,Net Professional Income,.0257285833358765,3347.6436
New Brunswick,2016,1,33,Total Income Assessed,.0523747801780701,1303609.9
New Brunswick,2016,1,74,Spouse Or Common-Law Partner Amount,.1561765670776367,45219.797
New Brunswick,2016,1,89,Public Transit Amount,.2136491537094116,474.58163
New Brunswick,2016,2,19,Taxable Capital Gains,.0238639712333679,6312.1831
New Brunswick,2016,2,20,Registered Retirement Savings Plan Income,.0689788460731506,19652.99
New Brunswick,2016,2,23,Net Professional Income,.0327931046485901,4266.8354
New Brunswick,2016,2,33,Total Income Assessed,.1073353290557861,2671579.5
New Brunswick,2016,2,74,Spouse Or Common-Law Partner Amount,.159160852432251,46083.875
New Brunswick,2016,2,89,Public Transit Amount,.2591753005981445,575.70947
New Brunswick,2016,3,19,Taxable Capital Gains,.0462366342544556,12229.904
New Brunswick,2016,3,20,Registered Retirement Savings Plan Income,.1497408151626587,42663.148
New Brunswick,2016,3,23,Net Professional Income,.0497533082962036,6473.5918
New Brunswick,2016,3,33,Total Income Assessed,.1724480986595154,4292238.5
New Brunswick,2016,3,74,Spouse Or Common-Law Partner Amount,.2126514911651611,61571.703
New Brunswick,2016,3,89,Public Transit Amount,.2421792447566986,537.95587
New Brunswick,2016,4,19,Taxable Capital Gains,.0922393202781677,24397.928
New Brunswick,2016,4,20,Registered Retirement Savings Plan Income,.2641567289829254,75261.758
New Brunswick,2016,4,23,Net Professional Income,.0799669027328491,10404.797
New Brunswick,2016,4,33,Total Income Assessed,.2647714614868164,6590169.5
New Brunswick,2016,4,74,Spouse Or Common-Law Partner Amount,.2301540225744247,66639.438
New Brunswick,2016,4,89,Public Transit Amount,.1790497601032257,397.72556
New Brunswick,2016,5,19,Taxable Capital Gains,.8256945610046387,218401.84
New Brunswick,2016,5,20,Registered Retirement Savings Plan Income,.486146479845047,138509.59
New Brunswick,2016,5,23,Net Professional Income,.8117581009864807,105620.93
New Brunswick,2016,5,33,Total Income Assessed,.403070330619812,10032433
New Brunswick,2016,5,74,Spouse Or Common-Law Partner Amount,.2418570667505264,70027.969
New Brunswick,2016,5,89,Public Transit Amount,.1059465426951647,235.34044
New Brunswick,2017,1,19,Taxable Capital Gains,.0125861167907715,3750.7007
New Brunswick,2017,1,20,Registered Retirement Savings Plan Income,.0288957953453064,8280.2637
New Brunswick,2017,1,23,Net Professional Income,.0293571352958679,3660.0422
New Brunswick,2017,1,33,Total Income Assessed,.0525419116020203,1328049.3
New Brunswick,2017,1,74,Spouse Or Common-Law Partner Amount,.1577280759811401,46369.371
New Brunswick,2017,1,89,Public Transit Amount,.2082914113998413,245.36728
New Brunswick,2017,2,19,Taxable Capital Gains,.0251442193984985,7493.0527
New Brunswick,2017,2,20,Registered Retirement Savings Plan Income,.0674802660942078,19336.875
New Brunswick,2017,2,23,Net Professional Income,.0373364686965942,4654.8496
New Brunswick,2017,2,33,Total Income Assessed,.1070188283920288,2705007.8
New Brunswick,2017,2,74,Spouse Or Common-Law Partner Amount,.1606675386428833,47233.523
New Brunswick,2017,2,89,Public Transit Amount,.2577852010726929,303.67096
New Brunswick,2017,3,19,Taxable Capital Gains,.0472438931465149,14078.822
New Brunswick,2017,3,20,Registered Retirement Savings Plan Income,.1382653713226318,39620.773
New Brunswick,2017,3,23,Net Professional Income,.0454878211021423,5671.103
New Brunswick,2017,3,33,Total Income Assessed,.1719358563423157,4345850.5
New Brunswick,2017,3,74,Spouse Or Common-Law Partner Amount,.2141611576080322,62959.738
New Brunswick,2017,3,89,Public Transit Amount,.2446729242801666,288.2247
New Brunswick,2017,4,19,Taxable Capital Gains,.1010189056396484,30103.938
New Brunswick,2017,4,20,Registered Retirement Savings Plan Income,.2714214324951172,77777.438
New Brunswick,2017,4,23,Net Professional Income,.0925726890563965,11541.314
New Brunswick,2017,4,33,Total Income Assessed,.2629325389862061,6645882.5
New Brunswick,2017,4,74,Spouse Or Common-Law Partner Amount,.2258401066064835,66393.148
New Brunswick,2017,4,89,Public Transit Amount,.1838274300098419,216.54871
New Brunswick,2017,5,19,Taxable Capital Gains,.8140068650245667,242576.48
New Brunswick,2017,5,20,Registered Retirement Savings Plan Income,.4939371272921562,141540.64
New Brunswick,2017,5,23,Net Professional Income,.795245885848999,99145.688
New Brunswick,2017,5,33,Total Income Assessed,.4055708721280098,10251209
New Brunswick,2017,5,74,Spouse Or Common-Law Partner Amount,.2416031174361706,71027.211
New Brunswick,2017,5,89,Public Transit Amount,.1054230313748121,124.18833
Newfoundland and Labrador,1992,1,19,Taxable Capital Gains,.0050956606864929,254.19553
Newfoundland and Labrador,1992,1,20,Registered Retirement Savings Plan Income,.0354348421096802,2457.3557
Newfoundland and Labrador,1992,1,23,Net Professional Income,.0075955986976624,1598.4519
Newfoundland and Labrador,1992,1,33,Total Income Assessed,.0501991510391235,568630.63
Newfoundland and Labrador,1992,1,74,Spouse Or Common-Law Partner Amount,.0743556022644043,32114.676
Newfoundland and Labrador,1992,2,19,Taxable Capital Gains,.0371860265731812,1855.0139
Newfoundland and Labrador,1992,2,20,Registered Retirement Savings Plan Income,.0372817516326904,2585.4363
Newfoundland and Labrador,1992,2,23,Net Professional Income,.0079350471496582,1669.887
Newfoundland and Labrador,1992,2,33,Total Income Assessed,.1039051413536072,1176985
Newfoundland and Labrador,1992,2,74,Spouse Or Common-Law Partner Amount,.1647100448608398,71139.352
Newfoundland and Labrador,1992,3,19,Taxable Capital Gains,.0742939114570618,3706.1296
Newfoundland and Labrador,1992,3,20,Registered Retirement Savings Plan Income,.0778040289878845,5395.5981
Newfoundland and Labrador,1992,3,23,Net Professional Income,.0136468410491943,2871.9023
Newfoundland and Labrador,1992,3,33,Total Income Assessed,.1592909097671509,1804367
Newfoundland and Labrador,1992,3,74,Spouse Or Common-Law Partner Amount,.2312803268432617,99891.5
Newfoundland and Labrador,1992,4,19,Taxable Capital Gains,.1721380949020386,8587.0576
Newfoundland and Labrador,1992,4,20,Registered Retirement Savings Plan Income,.2829949259757996,19625.293
Newfoundland and Labrador,1992,4,23,Net Professional Income,.0132024884223938,2778.3909
Newfoundland and Labrador,1992,4,33,Total Income Assessed,.2738947868347168,3102541.8
Newfoundland and Labrador,1992,4,74,Spouse Or Common-Law Partner Amount,.2824808955192566,122005.36
Newfoundland and Labrador,1992,5,19,Taxable Capital Gains,.7112863063812256,35482.305
Newfoundland and Labrador,1992,5,20,Registered Retirement Savings Plan Income,.5664844512939453,39284.887
Newfoundland and Labrador,1992,5,23,Net Professional Income,.9576200246810913,201525.86
Newfoundland and Labrador,1992,5,33,Total Income Assessed,.412710003554821,4674970.5
Newfoundland and Labrador,1992,5,74,Spouse Or Common-Law Partner Amount,.2471731305122375,106755.7
Newfoundland and Labrador,1993,1,19,Taxable Capital Gains,.0065170526504517,501.59915
Newfoundland and Labrador,1993,1,20,Registered Retirement Savings Plan Income,.0554989576339722,3957.1411
Newfoundland and Labrador,1993,1,23,Net Professional Income,.0054402351379395,1172.4629
Newfoundland and Labrador,1993,1,33,Total Income Assessed,.0585205554962158,657093.5
Newfoundland and Labrador,1993,1,74,Spouse Or Common-Law Partner Amount,.0955243706703186,39827.902
Newfoundland and Labrador,1993,2,19,Taxable Capital Gains,.0063267350196838,486.95096
Newfoundland and Labrador,1993,2,20,Registered Retirement Savings Plan Income,.0606099367141724,4321.5601
Newfoundland and Labrador,1993,2,23,Net Professional Income,.0065107941627502,1403.1865
Newfoundland and Labrador,1993,2,33,Total Income Assessed,.0956326723098755,1073804
Newfoundland and Labrador,1993,2,74,Spouse Or Common-Law Partner Amount,.1454025506973267,60624.098
Newfoundland and Labrador,1993,3,19,Taxable Capital Gains,.0276021361351013,2124.4585
Newfoundland and Labrador,1993,3,20,Registered Retirement Savings Plan Income,.0786651372909546,5608.917
Newfoundland and Labrador,1993,3,23,Net Professional Income,.0146782398223877,3163.4094
Newfoundland and Labrador,1993,3,33,Total Income Assessed,.1588588356971741,1783734
Newfoundland and Labrador,1993,3,74,Spouse Or Common-Law Partner Amount,.2267299890518188,94532.734
Newfoundland and Labrador,1993,4,19,Taxable Capital Gains,.1031246781349182,7937.2158
Newfoundland and Labrador,1993,4,20,Registered Retirement Savings Plan Income,.2711403369903564,19332.625
Newfoundland and Labrador,1993,4,23,Net Professional Income,.0172927975654602,3726.8911
Newfoundland and Labrador,1993,4,33,Total Income Assessed,.2711399793624878,3044474
Newfoundland and Labrador,1993,4,74,Spouse Or Common-Law Partner Amount,.2889731675386429,120484.39
Newfoundland and Labrador,1993,5,19,Taxable Capital Gains,.856429398059845,65916.953
Newfoundland and Labrador,1993,5,20,Registered Retirement Savings Plan Income,.5340856276452541,38080.934
Newfoundland and Labrador,1993,5,23,Net Professional Income,.9560779333114624,206051
Newfoundland and Labrador,1993,5,33,Total Income Assessed,.4158479571342468,4669316.5
Newfoundland and Labrador,1993,5,74,Spouse Or Common-Law Partner Amount,.2433699201792479,101470.59
Newfoundland and Labrador,1994,1,19,Taxable Capital Gains,.0069568753242493,785.53333
Newfoundland and Labrador,1994,1,20,Registered Retirement Savings Plan Income,.0537151098251343,4286.6909
Newfoundland and Labrador,1994,1,23,Net Professional Income,.0043852925300598,936.90869
Newfoundland and Labrador,1994,1,33,Total Income Assessed,.0543122291564941,623767.31
Newfoundland and Labrador,1994,1,74,Spouse Or Common-Law Partner Amount,.0913273692131042,38024.496
Newfoundland and Labrador,1994,2,19,Taxable Capital Gains,.004601776599884,519.60815
Newfoundland and Labrador,1994,2,20,Registered Retirement Savings Plan Income,.0468197464942932,3736.4119
Newfoundland and Labrador,1994,2,23,Net Professional Income,.0041698217391968,890.87384
Newfoundland and Labrador,1994,2,33,Total Income Assessed,.0909207463264465,1044210.3
Newfoundland and Labrador,1994,2,74,Spouse Or Common-Law Partner Amount,.1518318653106689,63215.77
Newfoundland and Labrador,1994,3,19,Taxable Capital Gains,.0099327564239502,1121.554
Newfoundland and Labrador,1994,3,20,Registered Retirement Savings Plan Income,.073508620262146,5866.2959
Newfoundland and Labrador,1994,3,23,Net Professional Income,.0167835354804993,3585.7678
Newfoundland and Labrador,1994,3,33,Total Income Assessed,.1522320508956909,1748360.9
Newfoundland and Labrador,1994,3,74,Spouse Or Common-Law Partner Amount,.2520291805267334,104933.3
Newfoundland and Labrador,1994,4,19,Taxable Capital Gains,.0474183559417725,5354.2285
Newfoundland and Labrador,1994,4,20,Registered Retirement Savings Plan Income,.2714213728904724,21660.563
Newfoundland and Labrador,1994,4,23,Net Professional Income,.0117384791374207,2507.9019
Newfoundland and Labrador,1994,4,33,Total Income Assessed,.2708666920661926,3110861
Newfoundland and Labrador,1994,4,74,Spouse Or Common-Law Partner Amount,.2842810899019241,118361.51
Newfoundland and Labrador,1994,5,19,Taxable Capital Gains,.931090235710144,105133.76
Newfoundland and Labrador,1994,5,20,Registered Retirement Savings Plan Income,.5545351468026638,44254.227
Newfoundland and Labrador,1994,5,23,Net Professional Income,.9629228711128235,205726.48
Newfoundland and Labrador,1994,5,33,Total Income Assessed,.4316682815551758,4957641.5
Newfoundland and Labrador,1994,5,74,Spouse Or Common-Law Partner Amount,.2205304969102144,91818.703
Newfoundland and Labrador,1995,1,19,Taxable Capital Gains,.0053879022598267,360.68625
Newfoundland and Labrador,1995,1,20,Registered Retirement Savings Plan Income,.0415523052215576,3470.1389
Newfoundland and Labrador,1995,1,23,Net Professional Income,.0055397748947144,1204.7115
Newfoundland and Labrador,1995,1,33,Total Income Assessed,.0528227686882019,608069
Newfoundland and Labrador,1995,1,74,Spouse Or Common-Law Partner Amount,.0854494571685791,33853.133
Newfoundland and Labrador,1995,2,19,Taxable Capital Gains,.0107000470161438,716.30103
Newfoundland and Labrador,1995,2,20,Registered Retirement Savings Plan Income,.0512061715126038,4276.3579
Newfoundland and Labrador,1995,2,23,Net Professional Income,.0038629174232483,840.05243
Newfoundland and Labrador,1995,2,33,Total Income Assessed,.0887017250061035,1021089.4
Newfoundland and Labrador,1995,2,74,Spouse Or Common-Law Partner Amount,.1436044573783875,56892.824
Newfoundland and Labrador,1995,3,19,Taxable Capital Gains,.0296707153320313,1986.2683
Newfoundland and Labrador,1995,3,20,Registered Retirement Savings Plan Income,.0870360136032104,7268.5991
Newfoundland and Labrador,1995,3,23,Net Professional Income,.0120833516120911,2627.7156
Newfoundland and Labrador,1995,3,33,Total Income Assessed,.1533567309379578,1765365.1
Newfoundland and Labrador,1995,3,74,Spouse Or Common-Law Partner Amount,.2426659464836121,96138.734
Newfoundland and Labrador,1995,4,19,Taxable Capital Gains,.0591831207275391,3961.9387
Newfoundland and Labrador,1995,4,20,Registered Retirement Savings Plan Income,.2945494651794434,24598.576
Newfoundland and Labrador,1995,4,23,Net Professional Income,.0458806753158569,9977.4775
Newfoundland and Labrador,1995,4,33,Total Income Assessed,.2739388942718506,3153446
Newfoundland and Labrador,1995,4,74,Spouse Or Common-Law Partner Amount,.2862419784069061,113402.57
Newfoundland and Labrador,1995,5,19,Taxable Capital Gains,.8950582146644592,59918.531
Newfoundland and Labrador,1995,5,20,Registered Retirement Savings Plan Income,.5256560370326042,43898.875
Newfoundland and Labrador,1995,5,23,Net Professional Income,.9326332807540894,202815.84
Newfoundland and Labrador,1995,5,33,Total Income Assessed,.4311798885464668,4963524.5
Newfoundland and Labrador,1995,5,74,Spouse Or Common-Law Partner Amount,.2420381586998701,95890.023
Newfoundland and Labrador,1996,1,19,Taxable Capital Gains,.0106533169746399,732.42896
Newfoundland and Labrador,1996,1,20,Registered Retirement Savings Plan Income,.0554638504981995,5473.8516
Newfoundland and Labrador,1996,1,23,Net Professional Income,.0029864907264709,725.7594
Newfoundland and Labrador,1996,1,33,Total Income Assessed,.0523316860198975,580899.5
Newfoundland and Labrador,1996,1,74,Spouse Or Common-Law Partner Amount,.1170811057090759,47738.082
Newfoundland and Labrador,1996,2,19,Taxable Capital Gains,.0104222893714905,716.54553
Newfoundland and Labrador,1996,2,20,Registered Retirement Savings Plan Income,.0431153774261475,4255.1533
Newfoundland and Labrador,1996,2,23,Net Professional Income,.0039102435112,950.24432
Newfoundland and Labrador,1996,2,33,Total Income Assessed,.0904437303543091,1003956.2
Newfoundland and Labrador,1996,2,74,Spouse Or Common-Law Partner Amount,.1539533138275146,62772.18
Newfoundland and Labrador,1996,3,19,Taxable Capital Gains,.0368467569351196,2533.261
Newfoundland and Labrador,1996,3,20,Registered Retirement Savings Plan Income,.0501492023468018,4949.3374
Newfoundland and Labrador,1996,3,23,Net Professional Income,.0066329836845398,1611.9086
Newfoundland and Labrador,1996,3,33,Total Income Assessed,.1525830030441284,1693723.3
Newfoundland and Labrador,1996,3,74,Spouse Or Common-Law Partner Amount,.2337644398212433,95313.977
Newfoundland and Labrador,1996,4,19,Taxable Capital Gains,.0684817433357239,4708.2061
Newfoundland and Labrador,1996,4,20,Registered Retirement Savings Plan Income,.2859143018722534,28217.523
Newfoundland and Labrador,1996,4,23,Net Professional Income,.037072479724884,9009.1357
Newfoundland and Labrador,1996,4,33,Total Income Assessed,.2719449698925018,3018681.8
Newfoundland and Labrador,1996,4,74,Spouse Or Common-Law Partner Amount,.267568364739418,109097.03
Newfoundland and Labrador,1996,5,19,Taxable Capital Gains,.8735958933830261,60060.816
Newfoundland and Labrador,1996,5,20,Registered Retirement Savings Plan Income,.5653572604060173,55796.375
Newfoundland and Labrador,1996,5,23,Net Professional Income,.9493978023529053,230717.06
Newfoundland and Labrador,1996,5,33,Total Income Assessed,.4326966181397438,4803079.5
Newfoundland and Labrador,1996,5,74,Spouse Or Common-Law Partner Amount,.2276327768340707,92813.883
Newfoundland and Labrador,1997,1,19,Taxable Capital Gains,.0212463140487671,1308.6431
Newfoundland and Labrador,1997,1,20,Registered Retirement Savings Plan Income,.0333653688430786,3963.5671
Newfoundland and Labrador,1997,1,23,Net Professional Income,.0034821033477783,888.73804
Newfoundland and Labrador,1997,1,33,Total Income Assessed,.0523990988731384,574242.44
Newfoundland and Labrador,1997,1,74,Spouse Or Common-Law Partner Amount,.0902685523033142,30723.178
Newfoundland and Labrador,1997,2,19,Taxable Capital Gains,.0272860527038574,1680.6541
Newfoundland and Labrador,1997,2,20,Registered Retirement Savings Plan Income,.0455698370933533,5413.3706
Newfoundland and Labrador,1997,2,23,Net Professional Income,.0038862228393555,991.88159
Newfoundland and Labrador,1997,2,33,Total Income Assessed,.0901603698730469,988068.75
Newfoundland and Labrador,1997,2,74,Spouse Or Common-Law Partner Amount,.1218924522399902,41486.469
Newfoundland and Labrador,1997,3,19,Taxable Capital Gains,.0554998517036438,3418.4517
Newfoundland and Labrador,1997,3,20,Registered Retirement Savings Plan Income,.0595569610595703,7074.9409
Newfoundland and Labrador,1997,3,23,Net Professional Income,.0208539962768555,5322.5703
Newfoundland and Labrador,1997,3,33,Total Income Assessed,.1528856158256531,1675475.6
Newfoundland and Labrador,1997,3,74,Spouse Or Common-Law Partner Amount,.2388767600059509,81302.438
Newfoundland and Labrador,1997,4,19,Taxable Capital Gains,.0568149089813232,3499.4512
Newfoundland and Labrador,1997,4,20,Registered Retirement Savings Plan Income,.3138678669929504,37285.258
Newfoundland and Labrador,1997,4,23,Net Professional Income,.0214099884033203,5464.4766
Newfoundland and Labrador,1997,4,33,Total Income Assessed,.2695084810256958,2953547.3
Newfoundland and Labrador,1997,4,74,Spouse Or Common-Law Partner Amount,.284070611000061,96684.305
Newfoundland and Labrador,1997,5,19,Taxable Capital Gains,.8391528725624084,51686.688
Newfoundland and Labrador,1997,5,20,Registered Retirement Savings Plan Income,.5476399622857571,65055.707
Newfoundland and Labrador,1997,5,23,Net Professional Income,.9503676891326904,242562.56
Newfoundland and Labrador,1997,5,33,Total Income Assessed,.4350464418530464,4767680
Newfoundland and Labrador,1997,5,74,Spouse Or Common-Law Partner Amount,.2648916244506836,90156.672
Newfoundland and Labrador,1998,1,19,Taxable Capital Gains,.024258553981781,2019.5
Newfoundland and Labrador,1998,1,20,Registered Retirement Savings Plan Income,.0394564867019653,3831.4805
Newfoundland and Labrador,1998,1,23,Net Professional Income,.0024382472038269,627.62598
Newfoundland and Labrador,1998,1,33,Total Income Assessed,.0510463714599609,566631.19
Newfoundland and Labrador,1998,1,74,Spouse Or Common-Law Partner Amount,.0967581868171692,33519.281
Newfoundland and Labrador,1998,2,19,Taxable Capital Gains,.020736038684845,1726.2542
Newfoundland and Labrador,1998,2,20,Registered Retirement Savings Plan Income,.04147869348526,4027.8499
Newfoundland and Labrador,1998,2,23,Net Professional Income,.003018856048584,777.07971
Newfoundland and Labrador,1998,2,33,Total Income Assessed,.0889651775360107,987542.13
Newfoundland and Labrador,1998,2,74,Spouse Or Common-Law Partner Amount,.1316042542457581,45590.766
Newfoundland and Labrador,1998,3,19,Taxable Capital Gains,.0178617835044861,1486.9753
Newfoundland and Labrador,1998,3,20,Registered Retirement Savings Plan Income,.105077862739563,10203.741
Newfoundland and Labrador,1998,3,23,Net Professional Income,.0088966488838196,2290.0745
Newfoundland and Labrador,1998,3,33,Total Income Assessed,.1556020379066467,1727232.8
Newfoundland and Labrador,1998,3,74,Spouse Or Common-Law Partner Amount,.2250051498413086,77947
Newfoundland and Labrador,1998,4,19,Taxable Capital Gains,.0688470005989075,5731.4429
Newfoundland and Labrador,1998,4,20,Registered Retirement Savings Plan Income,.3177395761013031,30854.57
Newfoundland and Labrador,1998,4,23,Net Professional Income,.0212600827217102,5472.5298
Newfoundland and Labrador,1998,4,33,Total Income Assessed,.271668016910553,3015602.5
Newfoundland and Labrador,1998,4,74,Spouse Or Common-Law Partner Amount,.2903550267219543,100585.71
Newfoundland and Labrador,1998,5,19,Taxable Capital Gains,.8682966232299805,72284.813
Newfoundland and Labrador,1998,5,20,Registered Retirement Savings Plan Income,.4962473884224892,48188.836
Newfoundland and Labrador,1998,5,23,Net Professional Income,.9643861651420593,248241.36
Newfoundland and Labrador,1998,5,33,Total Income Assessed,.4327183961868286,4803313.5
Newfoundland and Labrador,1998,5,74,Spouse Or Common-Law Partner Amount,.2562773786485195,88780.43
Newfoundland and Labrador,1999,1,19,Taxable Capital Gains,.0081807971000671,1126.4746
